Frequency,Monetary,Recency,Tenure,Average_Order_Value,Churn
1,409.1,173,173,409.1,0
2,273.82,68,276,136.91,0
1,61.10000000000001,163,163,61.10000000000001,0
1,94.36,232,232,94.36,1
2,670.17,115,193,335.085,0
1,217.89,179,179,217.89,1
9,1761.97,4,279,195.77444444444444,0
3,933.1,81,199,311.03333333333336,0
3,964.3,78,240,321.43333333333334,0
2,1705.8,64,163,852.9,1
1,176.60999999999999,145,145,176.60999999999999,0
1,303.93,4,4,303.93,1
7,2455.42,41,237,350.7742857142857,0
2,293.45,174,279,146.725,1
1,177.5,222,222,177.5,1
2,167.25,212,220,83.625,1
8,1482.37,20,222,185.29625,0
3,1033.3700000000001,60,227,344.4566666666667,0
1,128.55,279,279,128.55,0
1,50.8,190,190,50.8,0
2,368.36,2,136,184.18,0
6,958.71,22,221,159.785,1
39,29117.7,9,279,746.6076923076923,0
1,133.56,101,101,133.56,1
1,302.7,212,212,302.7,1
4,689.83,2,186,172.4575,0
2,241.06,173,194,120.53,1
1,284.55,16,16,284.55,1
3,623.28,123,207,207.76,1
4,898.84,6,209,224.71,0
1,272.46,124,124,272.46,0
1,211.0,201,201,211.0,0
2,432.43,137,270,216.215,0
3,541.4,5,174,180.46666666666667,0
1,2.9,115,115,2.9,0
1,255.91,45,45,255.91,1
1,182.99,108,108,182.99,1
2,707.69,107,190,353.845,1
1,311.92,59,59,311.92,1
6,1323.3799999999999,4,281,220.5633333333333,0
5,2158.18,9,283,431.63599999999997,1
1,208.36,128,128,208.36,1
11,2151.5,16,270,195.5909090909091,0
1,142.92,87,87,142.92,1
2,68.0,95,193,34.0,0
1,319.37,114,114,319.37,0
1,380.33,52,52,380.33,0
5,999.63,13,202,199.926,0
2,268.3,156,156,134.15,0
3,539.13,25,268,179.71,0
1,223.95000000000002,184,184,223.95000000000002,1
3,316.11,74,246,105.37,1
1,341.35,55,55,341.35,0
3,459.3,53,183,153.1,0
6,1999.26,41,281,333.21,0
1,139.35,102,102,139.35,1
2,404.3,83,100,202.15,1
2,354.57,24,58,177.285,0
3,782.29,83,239,260.7633333333333,0
1,826.53,206,206,826.53,1
2,246.51,186,186,123.255,0
2,1185.04,117,226,592.52,0
5,1550.7,113,243,310.14,0
2,100.97,71,72,50.485,1
2,365.45,270,274,182.725,1
1,165.0,240,240,165.0,0
4,1431.93,16,270,357.9825,1
1,363.7,206,206,363.7,1
1,248.1,282,282,248.1,1
2,563.7,54,176,281.85,0
4,1247.3600000000001,1,221,311.84000000000003,0
1,162.7,187,187,162.7,1
1,190.7,194,194,190.7,0
1,103.7,275,275,103.7,0
3,1046.57,96,275,348.8566666666666,1
13,5245.95,5,225,403.5346153846154,0
21,10372.35,9,276,493.9214285714286,0
1,290.36,81,81,290.36,1
1,455.25,100,100,455.25,1
4,684.53,37,270,171.1325,0
2,4516.8,45,248,2258.4,0
1,548.12,20,20,548.12,1
3,1053.61,129,283,351.2033333333333,0
1,339.3,74,74,339.3,1
2,787.15,200,282,393.575,1
2,780.36,34,244,390.18,0
5,2298.97,18,278,459.794,1
3,922.12,5,246,307.37333333333333,1
2,379.73,152,283,189.865,1
12,5719.82,73,270,476.65166666666664,1
2,314.11,132,241,157.055,0
1,151.98,19,19,151.98,0
6,2556.37,15,270,426.06166666666667,0
1,101.15,47,47,101.15,0
14,4685.17,2,276,334.65500000000003,0
1,332.18,268,268,332.18,0
1,173.7,274,274,173.7,1
3,463.88,80,202,154.62666666666667,0
2,865.6,104,246,432.8,1
6,2134.07,37,221,355.67833333333334,0
2,896.79,86,191,448.395,0
3,1009.6,37,185,336.53333333333336,1
1,292.63,200,200,292.63,0
1,105.84,92,92,105.84,1
1,313.62,23,23,313.62,1
1,233.45,283,283,233.45,1
1,611.94,164,164,611.94,0
1,463.95,158,158,463.95,1
1,225.15,142,142,225.15,1
2,214.68,16,71,107.34,0
10,2214.33,46,197,221.433,0
2,255.5,99,237,127.75,0
1,120.65,276,276,120.65,0
1,145.04999999999998,195,195,145.04999999999998,1
2,237.46,163,248,118.73,0
1,296.62,1,1,296.62,0
10,2267.58,38,268,226.75799999999998,0
5,2710.04,45,162,542.008,0
1,75.66,129,129,75.66,1
1,129.49,96,96,129.49,1
3,870.3000000000001,29,221,290.1,0
1,506.19,92,92,506.19,1
1,210.10000000000002,67,67,210.10000000000002,0
1,151.85,145,145,151.85,1
4,1441.29,120,232,360.3225,0
1,226.21,173,173,226.21,1
1,95.75999999999999,170,170,95.75999999999999,0
3,609.41,57,187,203.13666666666666,0
1,129.45,155,155,129.45,1
1,426.43,107,107,426.43,0
1,333.08,184,184,333.08,1
7,2165.34,23,176,309.3342857142857,0
4,1619.8400000000001,16,144,404.96000000000004,0
1,227.68,6,6,227.68,0
3,1168.26,24,144,389.42,0
2,217.9,132,282,108.95,1
2,530.55,33,135,265.275,0
9,1550.94,9,278,172.32666666666668,0
2,471.15000000000003,116,145,235.57500000000002,0
1,231.10000000000002,15,15,231.10000000000002,1
1,307.73,117,117,307.73,0
1,487.51,155,155,487.51,1
2,833.78,87,122,416.89,1
2,214.06,79,114,107.03,1
5,4525.87,19,183,905.174,0
4,601.27,51,278,150.3175,1
3,1867.19,41,241,622.3966666666666,0
11,7116.68,5,274,646.9709090909091,0
2,414.79,58,164,207.395,0
1,123.24,278,278,123.24,1
1,39.12,99,99,39.12,1
2,384.36,120,229,192.18,0
1,135.39999999999998,272,272,135.39999999999998,1
1,200.4,194,194,200.4,0
5,266.52,26,194,53.303999999999995,0
8,3239.9700000000003,16,268,404.99625000000003,0
1,1382.88,74,74,1382.88,0
17,6911.84,9,176,406.57882352941175,0
1,115.1,8,8,115.1,0
3,1098.5,123,247,366.1666666666667,0
8,2137.3,8,192,267.1625,0
1,129.75,276,276,129.75,1
4,1332.68,54,163,333.17,0
3,810.22,2,97,270.0733333333333,0
18,33883.5,43,268,1882.4166666666667,0
6,2399.94,8,265,399.99,0
1,86.5,111,111,86.5,0
2,1126.0,166,199,563.0,1
1,153.41,181,181,153.41,0
4,657.9000000000001,45,158,164.47500000000002,1
1,112.75,151,151,112.75,1
2,1998.0,136,163,999.0,1
10,4095.95,31,276,409.59499999999997,0
10,4050.42,39,271,405.04200000000003,0
10,9780.35,8,268,978.0350000000001,0
2,411.55,8,24,205.775,0
4,1984.5900000000001,109,191,496.14750000000004,0
7,1835.08,48,278,262.1542857142857,0
3,909.87,50,267,303.29,0
8,2489.81,5,186,311.22625,0
11,3970.77,25,276,360.9790909090909,0
2,1114.06,227,227,557.03,1
2,901.2,176,221,450.6,1
4,1559.66,5,276,389.915,0
1,606.0500000000001,279,279,606.0500000000001,1
5,1283.88,58,278,256.776,0
1,292.47,172,172,292.47,1
10,3656.58,9,278,365.658,0
2,576.4,1,17,288.2,1
6,756.82,212,281,126.13666666666667,1
4,777.16,106,271,194.29,0
1,256.32,274,274,256.32,1
3,548.31,76,174,182.76999999999998,0
17,5339.95,9,151,314.11470588235295,0
2,480.94,144,229,240.47,0
2,302.40999999999997,24,24,151.20499999999998,0
4,1941.15,8,244,485.2875,0
1,3.75,207,207,3.75,1
1,323.0,86,86,323.0,1
6,1860.9,23,268,310.15000000000003,0
3,399.11,6,83,133.03666666666666,0
16,6359.1,8,221,397.44375,0
12,4403.53,10,268,366.9608333333333,0
3,910.2,127,244,303.40000000000003,0
3,416.12,31,142,138.70666666666668,0
1,207.5,282,282,207.5,1
1,2002.4,282,282,2002.4,1
3,1475.43,24,225,491.81,1
1,239.4,124,124,239.4,1
1,106.83000000000001,228,228,106.83000000000001,1
1,316.62,6,6,316.62,1
1,314.15000000000003,54,54,314.15000000000003,0
1,611.85,108,108,611.85,1
4,782.5500000000001,9,53,195.63750000000002,0
1,34.0,204,204,34.0,1
2,1145.6,183,183,572.8,1
7,4820.46,3,226,688.6371428571429,0
2,286.49,13,181,143.245,0
1,361.54,170,170,361.54,1
4,649.38,146,282,162.345,0
3,1639.75,185,248,546.5833333333334,0
3,542.2,26,88,180.73333333333335,0
8,1174.55,32,277,146.81875,0
1,173.52,167,167,173.52,0
1,93.18,184,184,93.18,0
15,6376.7300000000005,16,276,425.11533333333335,0
2,422.24,10,169,211.12,1
1,311.25,282,282,311.25,1
9,1630.4,48,275,181.15555555555557,0
2,592.74,33,164,296.37,1
5,779.12,32,242,155.824,0
2,110.38000000000001,192,192,55.190000000000005,1
4,605.03,18,90,151.2575,0
1,414.88,275,275,414.88,1
4,1594.23,73,183,398.5575,1
1,118.05,180,180,118.05,0
2,460.59,83,270,230.295,1
4,736.21,13,149,184.0525,1
3,1121.59,52,180,373.8633333333333,1
2,288.42,9,184,144.21,1
3,470.69,46,172,156.89666666666668,0
1,309.54,102,102,309.54,1
1,479.35,270,270,479.35,1
7,1146.84,6,114,163.8342857142857,0
16,5121.79,18,279,320.111875,0
4,417.06,13,268,104.265,1
7,1179.43,95,278,168.49,0
9,2528.47,3,115,280.94111111111107,0
1,497.61,5,5,497.61,1
1,358.38,137,137,358.38,1
1,222.9,74,74,222.9,0
1,318.7,95,95,318.7,0
1,113.5,22,22,113.5,1
1,197.22,66,66,197.22,1
3,199.15,94,127,66.38333333333334,1
3,671.29,169,244,223.76333333333332,0
1,413.46,137,137,413.46,1
2,180.85,38,283,90.425,1
1,91.32000000000001,26,26,91.32000000000001,0
9,1911.74,67,155,212.41555555555556,0
2,588.85,107,198,294.425,1
22,10869.28,19,279,494.0581818181818,0
5,1561.06,47,197,312.212,0
3,1264.19,10,212,421.3966666666667,1
13,8809.24,3,237,677.6338461538461,0
1,124.57,96,96,124.57,1
1,332.41,243,243,332.41,1
1,113.06,86,86,113.06,0
1,375.69000000000005,278,278,375.69000000000005,1
2,747.81,54,171,373.905,1
1,70.80000000000001,68,68,70.80000000000001,0
1,164.25,276,276,164.25,0
3,207.73999999999998,50,71,69.24666666666666,1
2,387.68,75,85,193.84,0
4,2037.82,120,180,509.455,0
2,464.68000000000006,15,94,232.34000000000003,0
4,3871.4700000000003,37,274,967.8675000000001,0
4,1138.2,54,249,284.55,0
2,188.98,62,118,94.49,0
6,1093.12,9,99,182.18666666666664,0
2,215.70000000000002,149,227,107.85000000000001,0
2,272.48,97,281,136.24,1
1,177.95,267,267,177.95,0
3,1578.67,104,246,526.2233333333334,1
3,515.79,5,281,171.92999999999998,0
1,102.97999999999999,93,93,102.97999999999999,0
1,145.93,276,276,145.93,1
2,289.78,209,223,144.89,1
2,313.77,87,278,156.885,0
3,510.18,59,270,170.06,0
1,1706.88,26,26,1706.88,1
13,2929.75,18,277,225.3653846153846,0
3,822.18,146,281,274.06,0
3,392.99,96,158,130.99666666666667,0
4,658.99,58,275,164.7475,0
1,111.78,1,1,111.78,0
7,1538.58,44,233,219.79714285714286,0
1,113.44,200,200,113.44,1
4,382.39000000000004,37,193,95.59750000000001,0
1,196.43,282,282,196.43,0
1,391.52,186,186,391.52,1
3,822.7,5,227,274.23333333333335,0
11,2592.25,66,278,235.6590909090909,1
14,4763.9400000000005,9,272,340.2814285714286,0
1,230.25,281,281,230.25,1
3,543.05,25,271,181.01666666666665,1
15,2362.7,4,283,157.51333333333332,0
2,428.88,37,65,214.44,0
14,2897.33,13,279,206.95214285714286,0
1,224.73,149,149,224.73,0
3,2386.05,89,218,795.35,0
2,1868.36,79,199,934.18,0
7,1439.44,46,137,205.6342857142857,0
3,816.73,121,228,272.24333333333334,1
13,3007.06,8,268,231.31230769230768,0
1,406.48,145,145,406.48,1
3,435.02,48,235,145.00666666666666,1
4,893.75,95,226,223.4375,0
2,778.41,34,277,389.205,0
3,1277.75,44,214,425.9166666666667,1
2,167.61,19,19,83.805,1
4,1245.3799999999999,34,269,311.34499999999997,0
4,518.67,94,283,129.6675,1
2,416.64,149,191,208.32,1
1,199.58,162,162,199.58,0
1,234.17,26,26,234.17,1
1,110.55000000000001,97,97,110.55000000000001,1
1,192.07,136,136,192.07,1
4,1486.56,80,150,371.64,0
1,319.02,99,99,319.02,1
1,253.31,17,17,253.31,0
2,478.96000000000004,44,101,239.48000000000002,0
1,251.51999999999998,177,177,251.51999999999998,1
2,555.65,57,207,277.825,0
2,1028.46,165,201,514.23,1
5,1185.35,6,279,237.07,0
1,3213.19,40,40,3213.19,0
7,3578.54,67,268,511.21999999999997,0
3,629.45,80,115,209.8166666666667,0
2,890.7,8,60,445.35,0
1,179.0,128,128,179.0,1
3,972.35,8,194,324.1166666666667,0
5,1041.78,31,263,208.356,0
3,702.0,198,235,234.0,1
4,295.0,59,214,73.75,1
8,2793.49,1,268,349.18625,0
2,993.52,125,200,496.76,0
1,905.6,2,2,905.6,0
5,575.44,65,267,115.08800000000001,0
1,520.55,95,95,520.55,0
14,5431.28,72,282,387.9485714285714,0
1,405.0,235,235,405.0,0
3,995.93,171,278,331.97666666666663,0
2,56.25,9,67,28.125,0
2,160.97,283,283,80.485,0
2,154.82999999999998,95,279,77.41499999999999,1
4,645.23,89,227,161.3075,0
2,716.0,20,146,358.0,1
1,225.95,64,64,225.95,0
2,608.1,124,269,304.05,0
1,141.79999999999998,197,197,141.79999999999998,0
2,433.53000000000003,155,221,216.76500000000001,1
1,449.73,47,47,449.73,1
2,750.89,18,270,375.445,0
4,915.02,31,157,228.755,0
2,324.96999999999997,88,176,162.48499999999999,0
3,339.44,23,157,113.14666666666666,1
1,642.02,67,67,642.02,1
2,749.4300000000001,115,115,374.71500000000003,0
3,925.35,27,241,308.45,1
5,2606.65,27,185,521.33,0
6,3185.64,6,209,530.9399999999999,1
1,240.89000000000001,104,104,240.89000000000001,1
1,498.48,40,40,498.48,1
4,1207.32,47,155,301.83,0
2,819.66,109,149,409.83,0
4,2237.1,20,279,559.275,0
1,234.24,176,176,234.24,1
10,4658.83,20,142,465.883,0
4,528.29,223,279,132.0725,1
4,671.87,73,199,167.9675,0
2,457.40000000000003,92,237,228.70000000000002,0
16,3533.04,4,278,220.815,0
5,1495.79,65,283,299.158,0
1,304.24,24,24,304.24,1
6,1402.42,44,219,233.73666666666668,0
1,453.79,19,19,453.79,0
3,696.07,163,227,232.02333333333334,0
2,334.2,183,274,167.1,0
1,76.32000000000001,179,179,76.32000000000001,0
1,636.94,228,228,636.94,0
3,1405.78,19,213,468.5933333333333,1
5,1562.4,33,272,312.48,1
2,1399.1100000000001,92,163,699.5550000000001,0
4,811.77,8,264,202.9425,0
7,2692.0,8,277,384.57142857142856,0
2,629.32,36,187,314.66,0
1,302.0,232,232,302.0,1
2,543.96,209,244,271.98,0
2,443.94,53,171,221.97,0
6,639.53,10,275,106.58833333333332,0
1,230.57999999999998,88,88,230.57999999999998,0
1,25.5,171,171,25.5,1
2,665.78,69,216,332.89,1
3,6332.61,65,188,2110.87,0
2,464.59000000000003,142,142,232.29500000000002,0
1,163.29999999999998,75,75,163.29999999999998,1
6,601.9399999999999,48,244,100.32333333333332,0
2,612.82,92,143,306.41,0
1,116.19999999999999,198,198,116.19999999999999,1
1,157.02,227,227,157.02,1
1,307.46,143,143,307.46,1
1,138.32,29,29,138.32,1
1,345.29999999999995,71,71,345.29999999999995,1
1,294.24,95,95,294.24,1
5,989.45,62,272,197.89000000000001,1
1,157.09,244,244,157.09,1
3,2478.79,100,176,826.2633333333333,0
2,413.2,16,174,206.6,1
2,500.55,199,281,250.275,0
1,380.5,185,185,380.5,1
7,6851.82,32,198,978.8314285714285,0
1,454.12,157,157,454.12,1
1,579.0,149,149,579.0,1
3,749.78,15,268,249.92666666666665,1
2,973.11,116,221,486.555,0
3,1689.5,104,173,563.1666666666666,1
1,143.3,87,87,143.3,0
1,161.46,86,86,161.46,0
2,698.55,142,270,349.275,0
1,528.45,81,81,528.45,0
5,3001.18,19,151,600.236,0
9,1463.66,41,215,162.6288888888889,0
3,1270.42,61,183,423.47333333333336,0
1,158.68,194,194,158.68,1
1,127.59,113,113,127.59,0
1,308.68,93,93,308.68,0
1,224.91,199,199,224.91,1
2,961.26,26,41,480.63,0
1,59.9,127,127,59.9,1
3,1132.6299999999999,51,206,377.5433333333333,0
1,306.13,111,111,306.13,1
3,711.79,88,271,237.26333333333332,1
3,552.8,151,226,184.26666666666665,0
1,155.52,283,283,155.52,0
1,329.67,15,15,329.67,0
1,203.95,136,136,203.95,1
5,1815.09,74,272,363.018,0
2,383.75,16,269,191.875,1
1,195.0,117,117,195.0,0
6,1561.51,4,278,260.25166666666667,0
2,448.56000000000006,86,86,224.28000000000003,0
1,226.78,270,270,226.78,1
2,521.66,275,281,260.83,0
4,1564.56,85,173,391.14,1
6,1464.89,90,279,244.14833333333334,0
1,226.85,163,163,226.85,1
5,1780.01,51,276,356.002,0
4,611.97,159,269,152.9925,0
1,113.5,144,144,113.5,1
5,943.58,124,278,188.716,0
10,2288.08,9,274,228.808,0
2,381.89,220,278,190.945,1
1,393.49,218,218,393.49,1
3,473.75,82,278,157.91666666666666,0
4,687.58,117,282,171.895,0
2,318.76,6,52,159.38,1
8,3638.41,174,269,454.80125,1
7,1905.82,36,271,272.26,0
1,149.89000000000001,92,92,149.89000000000001,1
1,341.9,282,282,341.9,0
5,697.73,89,272,139.546,0
11,1943.57,46,281,176.68818181818182,0
1,382.5,222,222,382.5,1
2,1135.04,18,90,567.52,1
16,4323.96,2,279,270.2475,0
1,171.45,114,114,171.45,1
1,318.65,30,30,318.65,1
1,162.65,171,171,162.65,0
1,269.83,272,272,269.83,1
2,348.91,26,96,174.455,1
1,108.26,209,209,108.26,0
2,240.0,17,222,120.0,1
2,581.23,58,278,290.615,1
4,955.3600000000001,137,276,238.84000000000003,0
1,63.440000000000005,118,118,63.440000000000005,1
2,550.01,48,90,275.005,1
1,113.06,57,57,113.06,0
2,317.2,37,37,158.6,1
4,763.64,17,155,190.91,1
2,1409.44,109,172,704.72,0
2,1065.3500000000001,137,232,532.6750000000001,1
1,246.04,151,151,246.04,1
3,1685.46,40,209,561.82,1
5,1489.04,30,246,297.808,0
5,702.41,53,282,140.482,0
5,663.7,117,268,132.74,0
1,164.45,90,90,164.45,0
1,550.8000000000001,218,218,550.8000000000001,1
5,867.03,29,271,173.406,0
2,498.42,11,34,249.21,1
2,268.19,10,83,134.095,0
3,661.61,32,215,220.53666666666666,0
1,250.04,271,271,250.04,1
15,6700.06,9,263,446.6706666666667,0
1,82.75,5,5,82.75,1
1,556.46,226,226,556.46,0
3,644.3,48,69,214.76666666666665,1
5,1506.92,58,222,301.384,0
28,4328.01,10,267,154.5717857142857,0
3,1200.6200000000001,10,278,400.2066666666667,1
4,527.55,34,202,131.8875,0
2,702.23,241,276,351.115,0
1,96.8,190,190,96.8,1
1,243.36,225,225,243.36,0
1,175.2,33,33,175.2,1
2,307.02,212,218,153.51,1
4,1979.61,61,220,494.9025,1
7,5158.88,24,271,736.9828571428571,0
2,243.36,4,275,121.68,1
7,7593.65,30,276,1084.8071428571427,0
3,682.29,66,276,227.42999999999998,1
1,193.64,265,265,193.64,1
3,281.18,3,106,93.72666666666667,0
8,1228.78,13,283,153.5975,0
1,160.15,207,207,160.15,0
1,98.25,89,89,98.25,1
2,427.3,79,183,213.65,0
2,1740.0,39,64,870.0,1
1,178.22,221,221,178.22,1
2,360.81,213,265,180.405,1
1,320.9,94,94,320.9,0
2,263.92,96,201,131.96,0
2,312.23,149,219,156.115,1
6,2617.41,47,241,436.23499999999996,0
5,2336.81,79,242,467.36199999999997,0
1,167.55,148,148,167.55,1
6,1605.07,3,247,267.51166666666666,0
2,228.06,2,79,114.03,0
1,92.14,271,271,92.14,0
6,1055.63,76,272,175.93833333333336,0
2,287.3,44,222,143.65,0
2,495.77,128,191,247.885,1
3,400.1,109,271,133.36666666666667,1
1,105.85,221,221,105.85,0
9,2040.34,36,283,226.70444444444445,0
24,18261.65,9,282,760.9020833333334,0
1,227.65,129,129,227.65,0
5,1697.3400000000001,9,75,339.468,0
3,953.0300000000001,41,197,317.6766666666667,0
25,9504.08,5,241,380.1632,0
2,508.8,73,74,254.4,1
2,411.27,216,268,205.635,1
1,203.86999999999998,129,129,203.86999999999998,1
5,4783.8,58,281,956.76,0
3,653.38,24,165,217.79333333333332,1
5,2097.84,36,263,419.56800000000004,1
8,1732.45,11,279,216.55625,0
9,20894.3,37,270,2321.588888888889,0
1,393.31,60,60,393.31,0
3,2184.42,243,276,728.14,1
1,32.65,73,73,32.65,1
2,771.85,94,158,385.925,1
2,419.55,6,125,209.775,0
1,285.58,171,171,285.58,0
4,709.82,106,282,177.455,0
1,598.0,94,94,598.0,0
5,5294.49,19,191,1058.898,0
1,167.39000000000001,233,233,167.39000000000001,0
8,2660.0,53,277,332.5,0
2,391.51,81,283,195.755,0
5,1698.97,3,206,339.794,0
1,449.42,127,127,449.42,0
4,4280.59,1,192,1070.1475,0
20,10661.09,20,278,533.0545,0
3,524.9200000000001,38,128,174.97333333333336,1
1,112.6,275,275,112.6,0
1,403.3,223,223,403.3,1
1,122.39999999999999,136,136,122.39999999999999,0
1,388.45000000000005,163,163,388.45000000000005,1
3,186.42000000000002,66,157,62.14000000000001,1
5,1921.69,3,200,384.338,0
1,534.24,129,129,534.24,1
2,2389.1,61,82,1194.55,1
2,120.9,86,220,60.45,1
4,1494.55,4,269,373.6375,0
23,86301.54,5,277,3752.240869565217,0
1,346.01,15,15,346.01,0
4,517.53,102,269,129.3825,1
1,131.7,113,113,131.7,1
1,249.86,275,275,249.86,1
5,1737.7,36,249,347.54,1
6,622.4300000000001,4,283,103.73833333333334,1
1,463.40999999999997,194,194,463.40999999999997,0
3,1227.59,86,223,409.19666666666666,0
1,289.96000000000004,68,68,289.96000000000004,1
3,1050.27,18,114,350.09,0
4,816.47,37,277,204.1175,0
3,697.54,101,209,232.51333333333332,1
1,260.63,3,3,260.63,0
2,274.74,44,93,137.37,0
1,396.87,171,171,396.87,1
1,208.56,122,122,208.56,0
1,305.2,86,86,305.2,0
6,2118.11,5,277,353.0183333333334,0
1,374.57,158,158,374.57,1
1,271.05,268,268,271.05,1
1,622.88,199,199,622.88,1
2,288.6,130,130,144.3,1
9,2997.0299999999997,116,232,333.00333333333333,1
2,1145.84,71,115,572.92,1
2,605.58,171,219,302.79,1
1,387.31,190,190,387.31,1
21,59375.75,3,283,2827.4166666666665,0
8,1891.9,31,211,236.4875,0
1,208.65,38,38,208.65,1
3,571.37,116,228,190.45666666666668,0
4,605.65,29,195,151.4125,0
1,153.94,218,218,153.94,1
5,1488.0,43,278,297.6,0
1,159.56,109,109,159.56,0
4,907.6899999999999,48,128,226.92249999999999,0
1,145.0,271,271,145.0,1
1,422.70000000000005,269,269,422.70000000000005,1
3,872.8,200,275,290.93333333333334,0
2,606.62,19,128,303.31,0
6,1360.67,116,275,226.77833333333334,0
1,296.7,100,100,296.7,1
1,164.4,190,190,164.4,1
1,76.5,87,87,76.5,1
1,620.75,213,213,620.75,0
1,268.8,226,226,268.8,0
1,170.75,179,179,170.75,1
1,103.3,143,143,103.3,1
3,267.16,107,153,89.05333333333334,1
1,290.34,269,269,290.34,1
2,298.52,282,282,149.26,0
1,1487.6,39,39,1487.6,1
2,1249.89,32,58,624.945,0
1,195.45,244,244,195.45,0
1,157.9,115,115,157.9,1
5,854.95,4,220,170.99,1
4,661.1,19,83,165.275,0
6,2925.45,2,282,487.575,0
1,344.14,242,242,344.14,1
3,559.55,55,208,186.51666666666665,0
3,196.0,9,283,65.33333333333333,0
1,174.71,3,3,174.71,0
1,185.65,152,152,185.65,1
14,2266.25,9,275,161.875,0
1,143.45999999999998,128,128,143.45999999999998,1
2,270.86,47,89,135.43,0
3,212.77,162,268,70.92333333333333,1
17,6522.29,19,282,383.66411764705884,0
1,175.27,146,146,175.27,1
1,749.45,37,37,749.45,0
4,1116.68,19,248,279.17,1
3,1240.2,10,142,413.40000000000003,1
3,1843.07,61,150,614.3566666666667,0
6,1840.8700000000001,32,277,306.81166666666667,0
4,3245.66,1,262,811.415,0
1,315.0,164,164,315.0,0
4,1737.08,46,278,434.27,0
1,2044.3700000000001,123,123,2044.3700000000001,1
1,116.00999999999999,149,149,116.00999999999999,1
2,909.5500000000001,34,234,454.77500000000003,0
2,309.36,127,222,154.68,1
2,528.75,212,237,264.375,0
9,2701.15,33,271,300.1277777777778,0
5,1682.94,5,207,336.588,0
9,2976.69,27,215,330.74333333333334,0
3,329.6,40,132,109.86666666666667,1
3,571.1999999999999,83,277,190.39999999999998,1
2,625.48,158,272,312.74,0
1,214.37,222,222,214.37,1
2,901.78,222,264,450.89,0
1,400.3,128,128,400.3,0
2,1227.13,50,167,613.565,0
5,798.38,30,269,159.676,0
2,503.59999999999997,79,142,251.79999999999998,1
2,416.5,47,142,208.25,0
2,648.61,13,30,324.305,0
7,2077.07,2,247,296.7242857142857,0
1,338.95,25,25,338.95,0
1,108.5,186,186,108.5,1
2,712.29,29,86,356.145,1
1,101.55,283,283,101.55,1
7,1625.63,30,170,232.23285714285717,0
3,1008.39,129,275,336.13,1
3,1107.39,102,159,369.13000000000005,0
1,868.49,48,48,868.49,1
4,1148.01,65,87,287.0025,0
6,2713.57,54,191,452.2616666666667,0
2,343.34,9,30,171.67,0
1,117.55,187,187,117.55,1
5,1903.3300000000002,26,276,380.66600000000005,0
3,927.65,16,38,309.21666666666664,0
1,317.59999999999997,121,121,317.59999999999997,0
9,1653.03,10,282,183.67,0
1,178.75,51,51,178.75,1
4,1016.53,64,197,254.1325,0
1,326.19,122,122,326.19,0
4,1751.01,71,208,437.7525,0
5,2433.22,32,159,486.64399999999995,0
1,205.7,137,137,205.7,1
3,1098.55,67,275,366.18333333333334,0
1,1177.8400000000001,219,219,1177.8400000000001,0
4,1175.62,72,230,293.905,0
1,300.66,278,278,300.66,0
23,14074.19,11,277,611.9213043478261,0
4,730.84,19,276,182.71,0
20,11666.5,10,278,583.325,0
1,298.11,173,173,298.11,1
5,1899.3500000000001,25,278,379.87,0
5,1512.72,176,282,302.544,0
5,4589.35,30,212,917.8700000000001,0
11,3495.53,11,283,317.7754545454546,0
2,290.40000000000003,268,278,145.20000000000002,1
4,725.5799999999999,37,269,181.39499999999998,1
1,200.47,47,47,200.47,1
1,283.12,51,51,283.12,1
2,765.34,41,81,382.67,1
7,1915.5900000000001,18,274,273.6557142857143,0
1,338.95,146,146,338.95,1
1,154.95,170,170,154.95,1
3,1681.83,4,191,560.61,0
1,417.95,162,162,417.95,1
3,1338.77,18,116,446.25666666666666,0
2,490.96,19,48,245.48,0
2,885.19,78,149,442.595,1
6,968.0,16,211,161.33333333333334,0
12,8027.5,10,276,668.9583333333334,0
2,152.4,95,246,76.2,1
2,263.33,97,234,131.665,1
1,137.45,79,79,137.45,1
1,220.53000000000003,199,199,220.53000000000003,0
1,153.0,230,230,153.0,1
1,326.4,110,110,326.4,1
7,4136.66,4,177,590.9514285714286,0
1,139.35,142,142,139.35,1
12,4477.4,16,165,373.1166666666666,0
3,887.6,23,277,295.8666666666667,0
4,2424.04,6,276,606.01,1
6,3276.4000000000005,37,124,546.0666666666667,1
1,373.1,48,48,373.1,0
8,2507.12,10,177,313.39,0
8,3055.77,16,236,381.97125,0
3,963.74,38,93,321.24666666666667,0
1,303.97,282,282,303.97,1
1,216.95000000000002,171,171,216.95000000000002,0
2,540.21,46,143,270.105,0
16,11091.24,3,277,693.2025,0
1,307.49,23,23,307.49,0
3,1571.49,58,192,523.83,0
3,1070.77,106,270,356.92333333333335,0
2,355.11,23,242,177.555,1
4,1288.96,160,268,322.24,0
1,110.25,150,150,110.25,1
1,71.4,22,22,71.4,1
2,674.52,88,166,337.26,1
5,1188.21,9,74,237.642,0
1,80.64,269,269,80.64,1
2,575.06,52,170,287.53,0
20,3304.6,24,282,165.23,0
4,1433.25,62,160,358.3125,0
2,165.9,79,79,82.95,0
1,172.54,283,283,172.54,0
1,15.0,173,173,15.0,1
1,230.67000000000002,121,121,230.67000000000002,0
3,367.63,68,166,122.54333333333334,1
